Designator,Mid X,Mid Y,Rotation,Layer
C1,144.7,-72.8,90.0,top
J1,127.0,-66.04,90.0,bottom
J2,127.0,-88.9,90.0,bottom
U1,130.175,-77.47,0.0,top
